카테고리,제목,주최/주관,접수기간,D-day,조회수,저장,댓글,포스터,상세 링크,상금,상세 내용
사진/영상/UCC,제4회 숏츠멘터리공모전[플라스틱의 환경역습보고서],사단법인 지속가능월드네트워크,2024년 11월 18일(월) ~ 2024년 12월 6일(금),정보 없음,"2,486",0,0,https://cf-cpi.campuspick.com/activity/1727931040657498_thumb.jpg,https://www.campuspick.com/contest/view?id=27026,"1,500,000원","1. 행사명: 제4회 숏츠멘터리 영상제 「플라스틱의 환경역습 보고서」 2. 공모주제 [편리함을 상징했던 플라스틱은 어떻게 환경을 무너뜨렸나] 3. 행사내용 ▶ 공모 기간: 11월18일~ 12월6일까지  ▶ 내용: 플라스틱의 환경 역습에 대해 사회적 이슈 끌어내기 1) 플라스틱이 가져온 생태계의 변화 2) 전세계 플라스틱프리 정책과 대안 소개 3) 플라스틱을 줄일 수 있는 우리사회의 변화 제안 ▶ 제출형식 1) mp4, wmv, avi, mov 등 영상파일 (가로촬영) ☞ 해상도 1920X1080(FHD화질) 이상 ☞ 분량 : 30초~ 2분이내의 영상 ☞ 장르 : 숏츠+다큐멘터리 형태의 셀프 카메라 ▶ 제출방법 제4회 숏츠멘터리 영상제 <플라스틱의 환경역습 보고서> 지월네 구글폼에 제출 https://forms.gle/jhLzjye2SQ5JFSAc6  ▶ 시상내용 1) 대상 1명 150만원 상금 2) 최우수상 1명 50만원 상금 3) 우수상 2명 각 30만원  ▶시상자 발표: 2024년 12월 13일 (금) 지월네 홈페이지, SNS채널 통해 확인 ▶시상식 및 장소: 추후 공지 ▶유의사항: 1)응모작품은 다른 대회에서 입상하거나 공식발표한 사실이 없는 미발표 순수창작품이어야 하며 표절이나 모방, 중복 응모한 사실이 확인될 경우 입상을 취소합니다. 2)초상권과 음악저작권은 반드시 확인후 사용하시기 바랍니다. 3)영상은 팀(본인)이 촬영한 콘텐츠만 사용해주세요 4)공모전에 출품된 작품들은 기후환경캠페인 및 교육자료등에 활용하고 국민들이 손쉽게 공모작품을 만나볼 수 있도록 주관사의 SNS계정에 게시됩니다. 이에 동의하지 않으시면 공모전 출품이 제한되니 참고하여 주세요. ▶ 문의처: sdgsworld@gmail.com /@swntv_official인스타 통해 문의주시기 바랍니다."
사진/영상/UCC,"2024년 순천로드 창작캠프 참가자 모집 (웹툰, 애니메이션 공모전)",순천시,2024년 9월 12일(목) ~ 2024년 10월 6일(일),정보 없음,550,0,0,https://cf-cpi.campuspick.com/activity/1727843330755564_thumb.jpg,https://www.campuspick.com/contest/view?id=27021,"5,000,000원","■ 기 간 : 2024. 9. 12.(목) ~ 10. 6(일) 24:00 까지  ■ 인 원 : 분야별 30명 ? 웹툰 30명, 애니메이션 30명  ■ 대 상 : 웹툰 또는 애니메이션 제작 가능한 대학생, 일반인 등 - 팀의 경우 팀 리더만 참여 가능 / 만 19세 이상 성인만 참여 가능 ※ 케나즈(웹툰), 로커스(애니메이션) 소속 현직 전문가(멘토) 참여  ■ 시상 계획 [1차] 우수 기획안 선정 (시 기) 분야별 캠프 종료 직후 <예정> (심사위원) 분야별 캠프 참가 멘토 6인 (선 정 작) 분야별 8편 이내 ? 발주처 판단에 따라 기준 미달 시 편수 축소 (시 상 금) 총 32백만 원 ? 편당 200만 원의 상금(창작지원금) 지급 * 분할 지급 예정 [2차] 우수 작품 선정 (대 상) 분야별 우수 기획안으로 만든 창작물 (시 기) 12월 중 <예정> (심사위원) 외부 전문가, 순천시 직원, 대중 평가 등 (선정기준) ? [웹 툰] 네이버웹툰「조회수 + 별점」(30%) + 전문가 심사(60%) + 순천시 직원 평가(10%) ? [애니메이션] 전문가 심사(80%) + 순천시 직원 평가(20%) (선 정 작) 총 6편 ? 웹툰 3편, 애니메이션 3편 ? 발주처 판단에 따라 기준 미달 시 선정하지 않음. ? (시 상 금) 총 20백만 원 ? 분야별 1등(1명) 500만 원 / 2등(1명) 300만 원 / 3등(1명) 200만 원  ■ 창작캠프 (기 간) ① [웹툰] 10. 12.(토) 10:30 ~ 10. 13.(일) 15:00 ② [애니메이션] 10. 19.(토) 10:30 ~ 10. 20.(일) 15:00 (장 소) 그린아일랜드, 순천어울림센터 외 * 순천시 오천동 688 외 ? [메인존] 그린아일랜드(순천시 오천동 688) 위 인디언 텐트(주최측 설치) ? [서브존] 순천어울림센터(순천시 풍덕동 1789) 실내 공간 (인 원) 36명 / 예비 창작자 30 + 전문가 멘토(케나즈) 6 (내 용) 캠프를 통해 순천에서 받은 영감을 바탕으로 기획안 작성 ? 콘텐츠 메이커톤, 순천 투어, 해당 분야 특강 등 ? 케나즈(웹툰), 로커스(애니메이션) 소속 현직 전문가(멘토) 참여  ■ 문의 - 061-749-6802"
사진/영상/UCC,2024 대한민국 대학생 광고대회 (KOSAC) 영상 콘텐츠 챌린지,문화체육관광부,2024년 11월 4일(월) ~ 2024년 11월 11일(월),정보 없음,"2,316",0,0,https://cf-cpi.campuspick.com/activity/1727843071667874_thumb.jpg,https://www.campuspick.com/contest/view?id=27020,"5,000,000원","■ 참가 자격 - 2년제 이상 대학 및 대학원 재(휴)학생 - 지도교수를 선임한 2~5인의 팀 구성 필수 - 2025년도 2월 졸업예정자, 국내 대학에 재학 중인 외국인도 참가 가능 - 광고업계 종사자, 사회인, 해외대학에 재학중인 외국인, 한국인 유학생은 참가 불가   ■ 공모 주제 -「지역의 숨은 매력 발굴 프로젝트」 : 현재 소외되어 있거나 덜 알려져 있는 국내 공간콘텐츠(마을,전통시장, 관광지 등)또는 로컬브랜드(지역상품, 지역축제 등)를 찾아 이를 소개하고 활성화 시킬 수 있는 영상 콘텐츠 제작   ■ 제출 방법 1. 부문: 출품 주제에 대한 영상콘텐츠  2. 규격 - 최대 60초 이내, 단편으로만 응모가능 - MP4 형식만 제출가능 / FHD급 화소 / 300MB 이하 / 가로세로 구분 없음 - 출품작에 대한 요약설명이 담긴 PT보드 제출 필수(장표1장) * PT보드는 장표 1장으로 제작하며, 인사이트(기획의도),아이디어, 기대효과 등을 포함하여 자유양식으로 작성 * 예심심사는 인터넷이 연결되지 않은 노트북으로 심사를 진행하기 때문에 PT보드 내 인터넷 연결이 필요한 URL 등은 삽입금지  3. 유의사항 - 파일형식: 출품영상(MP4), PT보드(PDF) * PT보드를 제작하는 프로그램은 제한이 없으나 해당 파일을 PDF로 변환하여 제출해야 함. 단, 전국대회 진출 시 프레젠테이션은 PPT로 진행 - 출품방법: 홈페이지를 통한 온라인 접수(우편, 방문접수 불가) - 최종PT심사(전국대회) 진출팀에게는 프레젠테이션을 위한 별도의 발표파일 작성기간을 부여 예정   ■ 시상 내역 - 대상(1팀): 상장 및 트로피, 상금 500만원, 팀 전원 차이커뮤니케이션 인턴십 지원, 문화체육관광부 장관상 수여, 『2024 대한민국광고대상』후원사(차이커뮤니케이션) 특별상 수여 - 금상(2팀): 상장 및 트로피, 상금 팀별 200만원, 대회 후원사(TBWA KOREA, 애드리치, The SMC, 맥켄월드그룹, 피알원, 빅밴드앤코)인턴십 지원 - 은상(4팀): 상장 및 트로피, 상금 팀별 150만원, 대회 후원사(TBWA KOREA, 애드리치, The SMC, 맥켄월드그룹, 피알원, 빅밴드앤코) 인턴십 지원 - 동상(5팀): 상장 및 상금 팀별 100만원, 대회 후원사(TBWA KOREA, 애드리치, The SMC, 맥켄월드그룹, 피알원, 빅밴드앤코) 인턴십 지원   ■ 응모 일정 1. 작품접수 - 기간: 2024년 11월 4일(월) ∼ 11월 11일(월), 23:50까지 - 접수방법: 코삭 홈페이지를 통한 온라인 접수 ※ 출품작을 제출하기 전에 유튜브에 업로드 테스트를 하여 영상 및 배경음악 등의 저작권 침해 여부 자체 검수 필수  2. 예심 - 개최일정: 2024년 11월 19일(화) - 심사방식: 전체 출품작(영상) 심사, 1차 본심 진출팀 선정(지역별 11개 팀) ※ 출품 작품수가 최소 출품지역과 2배 이상인 지역은 15팀이 1차 본심 진출  3. 1차 본심 - 개최일정: 2024년 11월 20일(수) - 심사방식: 1차 본심진출팀 대상 지역구분 없이 12개팀 선정  4. 최종본심(전국대회) - 개최일정: 2024년 11월 29일(금) - 내용: 최종PT심사 및 시상 - 경쟁 프레젠테이션 심사: 프레젠테이션 능력을 포함한 종합평가, 최종 수상자 선정 ※ 영어프레젠테이션 가능 - 심사대상: 1차 본심에서 선발된 12개팀 - 발표시간: 5분 (별도의 질의응답 시간 없음) ※ 서류심사부터 1차본심 및 최종본심 심사위원은 주요 광고주, 광고대행사, 매체사 등 광고계 전문가로 구성   ■ 문의 사항 - 더욱 자세한 내용은 코삭 홈페이지를 방문 부탁드립니다. - 문의사항은 (E) kosac@ad.co.kr (T) 02-2144-0764/0791으로 연락바랍니다."
사진/영상/UCC,2024년 『순천로드 창작캠프』참가자 모집,순천시,2024년 9월 12일(목) ~ 2024년 10월 2일(수),정보 없음,521,0,0,https://cf-cpi.campuspick.com/activity/1727410053573927_thumb.jpg,https://www.campuspick.com/contest/view?id=27004,"5,000,000원","■ 기 간 : 2024. 9. 12.(목) ~ 10. 2.(수) 24:00 까지  ■ 인 원 : 분야별 30명 ? 웹툰 30명, 애니메이션 30명  ■ 대 상 : 웹툰 또는 애니메이션 제작 가능한 대학생, 일반인 등 - 팀의 경우 팀 리더만 참여 가능 / 만 19세 이상 성인만 참여 가능 ※ 케나즈(웹툰), 로커스(애니메이션) 소속 현직 전문가(멘토) 참여  ■ 시상 계획 [1차] 우수 기획안 선정 (시 기) 분야별 캠프 종료 직후 <예정> (심사위원) 분야별 캠프 참가 멘토 6인 (선 정 작) 분야별 8편 이내 ? 발주처 판단에 따라 기준 미달 시 편수 축소 (시 상 금) 총 32백만 원 ? 편당 200만 원의 상금(창작지원금) 지급 * 분할 지급 예정 [2차] 우수 작품 선정 (대 상) 분야별 우수 기획안으로 만든 창작물 (시 기) 12월 중 <예정> (심사위원) 외부 전문가, 순천시 직원, 대중 평가 등 (선정기준) ? [웹 툰] 네이버웹툰「조회수 + 별점」(30%) + 전문가 심사(60%) + 순천시 직원 평가(10%) ? [애니메이션] 전문가 심사(80%) + 순천시 직원 평가(20%) (선 정 작) 총 6편 ? 웹툰 3편, 애니메이션 3편 ? 발주처 판단에 따라 기준 미달 시 선정하지 않음. ? (시 상 금) 총 20백만 원 ? 분야별 1등(1명) 500만 원 / 2등(1명) 300만 원 / 3등(1명) 200만 원  ■ 창작캠프 (기 간) ① [웹 툰] 10. 12.(토) 10:30 ~ 10. 13.(일) 15:00 ② [애니메이션] 10. 19.(토) 10:30 ~ 10. 20.(일) 15:00 (장 소) 그린아일랜드, 순천어울림센터 외 * 순천시 오천동 688 외 ? [메인존] 그린아일랜드(순천시 오천동 688) 위 인디언 텐트(주최측 설치) ? [서브존] 순천어울림센터(순천시 풍덕동 1789) 실내 공간 (인 원) 36명 / 예비 창작자 30 + 전문가 멘토(케나즈) 6 (내 용) 캠프를 통해 순천에서 받은 영감을 바탕으로 기획안 작성 ? 콘텐츠 메이커톤, 순천 투어, 해당 분야 특강 등 ? 케나즈(웹툰), 로커스(애니메이션) 소속 현직 전문가(멘토) 참여  ■ 문의 : 061-749-6802"
사진/영상/UCC,RARE EARTH 대국민 사진 공모전,한국지질자원연구원,2024년 9월 27일(금) ~ 2024년 10월 25일(금),정보 없음,"1,604",0,0,https://cf-cpi.campuspick.com/activity/1727429136475410_thumb.jpg,https://www.campuspick.com/contest/view?id=26999,"500,000원","● 공모제목 - RARE EARTH 대국민 사진 공모전  ● 공모주제 “지구의 숨결, 자원의 시간을 찾는 여정”  ● 공모분야 -지질 변화 과정, 암석 형성, 지질노두, 공룡발자국 등 지구·지질자원의 역사적 흔적 등 지질자원 분야 전반  ● 공모일정 - 접수기간: 9.27.(금) ~ 10.25.(금) 4주간 - 시상작 선정 및 발표: 10월 말 예정  ● 참여대상 - 공모전 참가를 희망하는 사람 누구나  ● 출품기준 - 디지털 사진(JPG, JPEG 형식)이며 컬러 작품 - 최소 3,000x2,000px 해상도이며 가로형 사진 - 파일 크기 5MB이상으로 사진촬영정보(EXIF)를 삭제하지 않은 파일 - 색감 보정 수준의 리터치는 가능, 포토샵 등을 활용한 합성·변형은 불가(수정 시 반드시 원본파일 함께 제출) - 다작 출품 가능(촬영일 및 장소가 동일한 작품은 1장만 제출 가능) - 드론 사진의 경우 ‘비행 및 촬영허가서’를 반드시 첨부 - 선정 작품은 한국지질자원연구원 2025년 달력 제작 등에 활용될 예정으로 계절·한국적 요소가 잘 반영되어 있는 경우 가산점을 부여함  ● 촬영장비 - 제한 없음  ● 수상내역 - 총 17인, 330만원 - 대상 1인 50만원, 최우수상 1인 30만원, 우수상 10인 20만원, 아차상 5인 10만원 ※ 시상금 원천징수세액은 수상자 부담. 중복 수상 시 상금을 합산하여 지급. 상장은 지급하지 않음  ● 유의사항 - 반드시 출품자 본인이 촬영한 사진이어야 한다. - 응모 시 작성하는 내용은 모두 사실대로 작성해야 하며, 출품자는 개인정보 및 저작권 관련 유의사항을 충분히 숙지한 뒤 동의하여야 한다. - 기존 타 공모전 입상작 또는 저작권, 특허권, 상표권, 초상권 등을 침해하는 작품은 제출할 수 없다. 추후 관련 문제 발생 시 출품자가 모든 책임을 지며 수상을 취소하고 상금을 반환해야 한다. - 공모전에 출품된 사진작품의 저작권은 저작자인 출품자에게 있으나, 한국지질자원연구원은 수상작에 대해 공고된 상금이나 지급함으로써 정당한 대가를 지급하는 것으로 간주하여 입상작에 대한 저작재산권(복제권, 공연권, 공중송신권, 전시권, 배포권, 대여권, 2차적저작물작성권 등)을 자유롭게 이용할 권리를 가진다."
사진/영상/UCC,전남 관광 영상 공모전 ‘전남의 매력을 담다’,전라남도청,2024년 9월 13일(금) ~ 2024년 10월 9일(수),정보 없음,817,0,0,https://cf-cpi.campuspick.com/activity/1727344099393384_thumb.jpg,https://www.campuspick.com/contest/view?id=26993,3천만원~1천만원,"[전남도청] 전남 관광 영상 공모전 ‘전남의 매력을 담다’ ■ · 공모주제 : 2024 ? 2026 세계관광문화대전, 5대 테마를 활용한 여행 영상  ■ 5대테마 : 축제, 남도미식, 웰니스, 남도K컬처, 농산어촌  ■ 공모일정 : 접수기간 : 2024.09.13 ? 2024.10.09. (온라인 접수만 가능)  ■ 공모자격 · 개인 SNS 채널이 있으며 여행에 관심이 있는 분 · 일반부, 청소년부, 메이킹 부문으로 구분  ■ 작품규격 · 영상길이 : 58초 이내 · 해 상 도 : 1080 x 1920p · 영상형식 : 세로형식 숏폼영상(9:16) · 확장자 : mp4  ■ 시상내역 · 대상 1명 500만 · 최우수상 3명 300만 · 우수상 5명 100만 · 장려상 15명 10만 · 아차상 5명 10만  ■ 접수방법 글로벌인플루언서 페스티벌 홈페이지를 통해 신청 : jgif.co.kr (온라인 접수만 가능) ■ 문의 : 070-8648-3113 / krolisng@naver.com"
사진/영상/UCC,2024년 남원 드론 영상콘텐츠 공모전( ~10/27),남원시청,2024년 9월 23일(월) ~ 2024년 10월 27일(일),정보 없음,369,0,0,https://cf-cpi.campuspick.com/activity/1727265546760739_thumb.jpg,https://www.campuspick.com/contest/view?id=26987,1천만원이하,"○ 공모개요 - 지리산, 광한루원 등 남원 대표 명소 및 2024국제드론제전 with 로봇 등 10월 개최되는 남원 대표 축제를 주제로 하는 아이디어 넘치는 다양한 영상 콘텐츠 발굴을 위하여 「2024년 남원시 드론 영상콘텐츠 공모전」을 개최하오니, 많은 관심과 적극적인 참여 부탁드립니다.   ○ 공모주제 - 드론으로 지리산을 ‘지리게, 오지게’찍자고! (지리산을 활용한 자유 주제) 예시) 지리산 어디까지 가봤니? 지리산 인근 축제 탐방(남원 관내 한정) 등   ○ 기간 및 일정 - 접수기간 : 2024. 9. 23.(월) ~ 2024. 10. 27.(일) 18:00까지 - 심사일정 : 2024. 11. 14.(목)(예정) - 결과발표 : 2024. 12. 2.(월)(예정) / 시청 홈페이지 게시 ※ 공모일정은 예정이며 사정에 따라 변동될 수 있음   ○ 지원자격 - 응모자격 : 남원에 관심있는 전국민 누구나 ※1인 혹은 1팀당 1작품  ○ 접수방법 - 영상 파일 및 서류 제출물 작성 후 담당자 이메일로 송부 * 이메일 : yuwoona@korea.kr * 메일 제출 시 '[2024남원드론 영상콘텐츠 공모전] 참가자 이름(팀명)'으로 제출  ○ 문의 - 남원시 드론 영상콘텐츠 공모전 운영사무국 (☎ 070-5165-7522) - 홈페이지 : https://tinyurl.com/2923ev6j"
사진/영상/UCC,2024년 제1회 전국디카시대전 공모전,디카시문학협회,2024년 9월 1일(일) ~ 2024년 10월 10일(목),정보 없음,"1,425",0,0,https://cf-cpi.campuspick.com/activity/1727240363905468_thumb.jpg,https://www.campuspick.com/contest/view?id=26985,"3,000,000원","■ 응모 기간 : 2024.9.1.(일) ~ 10.10.(목) 18:00 마감  ■ 응모 주제 : 자연, 문화, 과학, 축제 등 대전을 표현한 모든 내용  ■ 응모 대상 : 18세 이상 국민 모두 (단, 타 공모전 대상 선정자 제외)  ■ 응모 요령 ▶ 출품 수 및 규격 : 1인 3편까지,1년 이내 본인이 직접 찍은 사진(JPG, JPEG, PNG) + 5행 이내 시적 문장(창작), 사진 해상도 3500×2500 픽셀 이상 권장 ▶ 반드시 실명으로 응모  ■ 시상 내역 - 대상(1) : 상장, 상금 300만원 - 최우수(1) : 상장, 상금 100만원 - 우수(2) : 상장, 상금 각 50만원 - 장려(5) : 상장, 상금 각 20만원  ■ 심사발표 및 시상식 ▶ 심 사: 전문가를 위촉하여 대회 종료 후 심사 ※ 비공개로 진행되며 심사위원의 구성, 기준, 결과에 대해 이의를 제기할 수 없음 ※ 대전시청자미디어센터는 위 대회 심사 및 시상 등에 관여하지 않음 ▶ 심사발표 : 2024.10.28.(월) 대전시청자미디어센터 홈페이지 ▶ 시 상 식 : 2024.11.9(토) 15:00 (대전시청자미디어센터 다목적홀)"
사진/영상/UCC,2024 경북 AI 숏폼 콘텐츠 크리에이터 어워드,"경상북도청, 경산시청",2024년 9월 23일(월) ~ 2024년 11월 3일(일),정보 없음,711,0,0,https://cf-cpi.campuspick.com/activity/1727071018753276_thumb.jpg,https://www.campuspick.com/contest/view?id=26966,"5,000,000원","■ 공모전명 2024 경북 AI 숏폼 콘텐츠 크리에이터 어워드  ■ 주최 : 경상북도청, 경산시청 ■ 주관 : 경북테크노파크 ■ 참여 : 경일대학교  ■ 공모기간 2024년 9월 23일(월) ~ 2024년 11월 3일(일)  ■ 접수방법 공모전 홈페이지 상단의 [접수하기] 클릭 후 지원서 작성 및 작품 접수 (https://contest.spectory.net/gbtp/ai)  ■ 공모대상 경상북도, 경산시, AI에 관심 있는 전국민 누구나(만 14세 이상) - 주니어 부문: 전국 및 관내 중·고등학생 대상 (만 14세~18세/개인 또는 팀) - 일반 부문: 일반인 (만 19세 이상/개인 또는 팀)※ Youtube 정책상 만 14세 미만 아동, 단독 라이브 금지로 만 14세 이상부터 출품 가능 ※ 한 팀당 3명까지 가능 ※ 주니어 부문으로 접수한 팀 내에 성인이 포함 된 경우 일반 부문 접수로 간주  ■ 공모주제 경상북도 혹은 경산시와 관련된 모든 콘텐츠를 주제로 AI를 활용하여 제작한 홍보 숏폼 영상 *예시) 경상북도 혹은 경산시의 게임, 뷰티, 관광, 문화, 산업, 요리, 육아 등  ■ 출품규격 ▷ 가로형 영상 : 4~5분 ▷ 세로형 영상 : 90초 이내 - 제출 파일 형식: MP4, AVI, WMV 등 - 1인당(1팀당) 최대 2편(가로형, 세로형 관계 없이) 출품 가능  ■ 시상내역 - 주니어 부문 ▷ 가로형 영상 1) 주니어 대상((재)경북테크노파크 원장상) - 50만원 (1인) 2) 주니어 관내(경북도) 대상(경북교육감상) - 50만원 (1인) ▷ 세로형 영상 1) 주니어 대상((재)경북테크노파크 원장상) - 50만원 (1인) 2) 주니어 관내(경북도) 대상(경북교육감상) - 50만원 (1인)  - 일반 부문 ▷ 가로형 영상 1) 대상 - 500만원 (1인) 2) 최우수상 - 200만원 (1인) 3) 우수상 - 100만원 (3인) 4) 장려상 ? 20만원 (10인) ▷ 세로형 영상 1) 대상 - 200만원 (1인) 2) 최우수상 - 50만원 (1인) 3) 우수상 - 20만원 (3인) 4) 장려상 ? 10만원 (10인)  ■ 결과발표 2024년 11월 예정, '비즈크리에이터스튜디오(http://www.biz-creator.org/)' 공식 홈페이지 내  ■ 유의사항 - 출품규격에 따르지 않는 출품작은 수상 대상에서 제외될 수 있음 - 수상작의 저작원은 주최측에 귀속됨 - 재단에서는 수상작 홍보, 전시, 배포, 출판 등 비영리적 목적으로 사용할 수 있음 - 재단은 수상작을 수정, 편집, 재가공할 수 있으며, 이에 대해 별도의 저작자 동의 없이 활용할 수 있음을 명시함 - 참가자는 본인의 창작물로 타인의 저작권, 초상권 등을 침해하지 않음을 보증해야 하며, 이에 대한 책임은 전적으로 참가자에게 있음 - 출품작은 미발표된 순수 창작물이어야 하며, 시상 이후에라도 타 공모전 수상작 혹은 저작물 및 명의 도용 사실이 확인되는 등의 민원 발생 시 수상이 취소될 수 있음  ■ 문의사항 Tel: 02-6953-1410 (평일 9:30 ~ 18:30, 주말 및 공휴일 제외) Email: aicontest@contestweb.net 카카오톡채널: @경북AI숏폼콘텐츠크리에이터어워드"
사진/영상/UCC,[제29회 HIF 한신영상광고제 with 트립소다] 모집요강 공고,한신대학교 미디어영상광고홍보학부,2024년 9월 13일(금) ~ 2024년 10월 28일(월),정보 없음,847,0,0,https://cf-cpi.campuspick.com/activity/1727058733939184_thumb.jpg,https://www.campuspick.com/contest/view?id=26961,"1,000,000원","주제 <대학생 기획서 부문> 트립소다의 어드벤처 여행을 위한 통합 광고 캠페인 기획 -트립소다의 브랜드 메시지인 ""함께라면 못 할 것이 없는 어드벤처""를 중심으로, 트립소다의 인지도를 높이고 신규 유저를 유치할 수 있는 캠페인 기획  <대학생 영상 콘텐츠 부문> 트립소다와 함께하는 어드벤처 여행 광고 영상 제작 -""함께라면 못 할 것이 없는 어드벤처 여행""이라는 메시지를 중심으로 트립소다의 브랜드 가치를 나타내는 영상  <고등학생 영상 콘텐츠 부문> 출품 팀 해당 고등학교 홍보 영상  기간 및 일정 접수 기간: 24.9.13~24.10.28 23시59까지 제출 본선 진출 팀 발표: 11월 4일 (개별공지 및 공식 SNS 게시) 본선 및 시상식 일정: 11월 14일 HIF 한신영상광고제 당일 본선 및 시상식 장소: 한신대학교 송암관 유사홀 11월 14일(목) 오전 10시  참가대상 전국 고등 / 대학교 재학생 및 휴학생 개인 또는 단체 대학생: 4인 이하 고등학생: 같은 소속 학생으로 팀 구성 / 5인 이하  시상내역 <대학생 기획서 부문> 최우수상(1팀): 100만원 상금 및 상장 우수상(1팀): 50만원 상금 및 상장 장려상(2팀): 부상 및 상장  <대학생 영상 콘텐츠 부문> 최우수상(1팀): 70만원 상금 및 상장 우수상(1팀): 30만원 상금 및 상장 장려상(2팀): 부상 및 상장  <고등학생 영상 콘텐츠 부문> 최우수상(1팀): 30만원 상금 및 상장 우수상(2팀): 10만원 상금 및 상장 장려상(2팀): 부상 및 상장  참가방법 HIF 공식 이메일 접수: hanshin_avc_hif@daum.net *위 메일로 제출 작품과 함께 참가 신청서를 작성하여 보내주시기 바랍니다 *영상 콘텐츠 부문은 영상 설명 자료도 포함하여 제출해 주시기 바랍니다.   작품 규격 <대학생 기획서 부문> -PPT, PDF 분량 제한X -PPT 제출 규격: 비율 16:9 *단 당일 발표시간은 질의응답 포함 15분 *PPT, PDF 파일 모두 제출 바랍니다.  <대학생 영상 콘텐츠 부문> -60초 이내의 숏폼 -영상 출품 규격: 해상도 1080p (1080x1920) FHD 이상, 세로 (9:16) *영상 설명 자료는 양식 파일에 맞게 작성 바랍니다.  <고등학생 영상 콘텐츠 부문> -2분 내외의 분량(±30), 영상 설명 자료 -영상 출품 규격: 해상도(1920x1080), MP4, aci, wmv 표준 코덱 지원) *영상 설명 자료는 양식 파일에 맞게 작성 바랍니다.  문의처 HIF 한신영상광고제 기획단장 박종민 / 김예지 T. 010-2007-2089 / T. 010-9429-5831  - 공식 이메일: hanshin_avc_hif@daum.net - 공식 인스타그램: @hif_avc - 카카오톡 채널: HIF 한신영상광고제  *참가양식과 브리프는 블로그에 있으니 확인 바랍니다."
사진/영상/UCC,2024 대국민 콘텐츠 공모전 <내가 경험한 KAIA>,국토교통과학기술진흥원,2024년 9월 9일(월) ~ 2024년 10월 13일(일),정보 없음,"1,421",0,0,https://cf-cpi.campuspick.com/activity/1726902815277786_thumb.jpg,https://www.campuspick.com/contest/view?id=26955,"3,000,000원","[국토교통과학기술진흥원] 2024 대국민 콘텐츠 공모전 <내가 경험한 KAIA> (~10/13)  국토교통 R&D 성과를 여러분만의 멋진 콘텐츠로 홍보해주세요! 2024 콘텐츠 공모전 <내가 경험한 KAIA> 많은 관심과 참여 부탁드립니다  ▶공모주제 지나치기 쉬운 우리 주변의 국토교통 R&D 성과를 알리는 콘텐츠 제작  ▶공모대상 대한민국 국민 누구나(개인, 팀단위 가능)  ▶콘텐츠 분야 ① 숏폼(1분 이내 세로형 영상 / 9:16) ② 카드뉴스(디자인, 웹툰형식, 스토리텔링 등)  ▶출품 수량 수량 제한 없음 *중복 수상은 불가  ▶접수방법 KAIA 공식 네이버 메일로 참가신청 양식 및 콘텐츠를 첨부하여 제출 접수 메일: kaia_pr@naver.com 신청양식 다운로드: https://blog.naver.com/kaia_pr/223577827656  ▶공모기간 2024. 9.9.(월)~10.13.(일)  ▶시상내역 ※ 시상규모 상금 총 650만원 대상: 1인/팀, 300만원 최우수상: 분야별 각1인/팀, 100만원 우수상: 분야별 각1인/팀, 50만원 참가상: 50명/팀, 모바일 기프티콘(커피+케이크 세트)  ▶수상발표 2024.10.31.(목) *발표 일정은 변동될 수 있습니다.  ▶문의처 KAIA 공식 네이버 메일 kaia_pr@naver.com"
